posid,B CELLS/D90,B CELLS/M12,B CELLS/M6,BM_CD34/D0,NEUTROPHILS/D90,NEUTROPHILS/M12,NEUTROPHILS/M6,NK CELLS/D90,PBMC/D90,PBMC/M12,PBMC/M6,T CELLS/D90,T-CELLS/M12,T-CELLS/M6,WHOLE BLOOD/D90,WHOLE BLOOD/M12,WHOLE BLOOD/M6,patient
chr1-155145335,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-155145362,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,p304G
chr1-155150165,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-155160787,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-155217041,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,p304G
chr1-155221303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-155238029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,p304G
chr1-155270796,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-15532610,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-155335811,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-155341933,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-155362966,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-155371738,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-155382727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-155432508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-155439974,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-155442771,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,p304G
chr1-155443033,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,p304G
chr1-155456369,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-155457112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-155457473,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr1-155461285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-155466155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,p304G
chr1-155466670,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-155466943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr1-155467699,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-155475295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-155475318,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-155478661,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-155487564,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr1-155487929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-15548802,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-155489405,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-155509200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-155521014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-155528046,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-155533585,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-155534206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-155536567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-155539658,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-155552012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,p304G
chr1-155572527,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,p304G
chr1-15557474,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-155596648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr1-155622581,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-155683669,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,p304G
chr1-155683674,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-155685053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-155685564,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-155759375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-155788916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-155801919,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr1-155801970,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-155811571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,p304G
chr1-155811620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,p304G
chr1-155811870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,p304G
chr1-155815903,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-155818017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-155830955,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-155836344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-155836735,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-155839049,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-155841692,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-155855600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-155865738,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-155865936,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-155898120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-155899314,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,p304G
chr1-155900140,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-155916583,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-155920935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-155921728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,p304G
chr1-155957632,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-155984038,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-155986607,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-156017316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-156027674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr1-156038071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-156057399,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,p304G
chr1-156164347,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-156249520,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-15625990,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-15626306,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-156279213,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-156288113,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,p304G
chr1-156303943,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-156308098,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-156333785,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-156371440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-156380138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-156511634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr1-156551030,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-156659749,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,p304G
chr1-156719893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-157017489,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-157033512,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-157033872,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,p304G
chr1-157128012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,p304G
chr1-157134625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-157387050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-157529325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,p304G
chr1-157711227,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-15844915,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,p304G
chr1-158490499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-15855911,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr1-15857223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-15861173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr1-15861968,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-15863091,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-15864360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-15866859,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-15875522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-15878691,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-15885701,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-15902132,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-15902386,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr1-15903502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-15906765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-15908242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-15910432,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-15910933,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-15920260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-15922410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-15927152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-15927961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-159291927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-159304353,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-15966691,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-160303653,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-160320412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr1-160324202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,p304G
chr1-160442801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-160531191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-160577972,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-160628584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-160701997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-160734135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr1-160747543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-160764075,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-160772109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-160843330,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-160846888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr1-160847153,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-160847581,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-160853541,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-160869722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,p304G
chr1-161024820,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-161301223,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr1-1614183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-161803913,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-161913210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-162266193,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-16253941,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-16266948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr1-16267351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-16312325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-16323588,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,p304G
chr1-16325587,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-16332465,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-163345303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-16347617,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-16347654,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-163918255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr1-163921679,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-16479206,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,p304G
chr1-16594744,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,p304G
chr1-16598019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-16609653,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-16610380,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-16635026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr1-166939699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-167060269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-16722689,0,3,0,0,0,1,0,0,0,4,0,0,2,0,0,1,0,p304G
chr1-167253014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-16725551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-167624030,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-167624035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-167646445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-167929285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-168047720,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-168058116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-168073859,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-169172974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-169175839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-169184341,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-169288661,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-169298447,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr1-169359278,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,p304G
chr1-169379271,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-169472326,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-169643206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-169710153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-169842695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-169887367,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-17013489,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-17023358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-17040207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-17043152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr1-170976562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr1-172274215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-172309074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,p304G
chr1-172881468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-173163933,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-173201628,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-173312570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-173800051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-174012803,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-174012808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-174012813,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-174703904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-174890186,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-176030906,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-176108794,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,p304G
chr1-1776656,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-178104059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-178184789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-178734904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,p304G
chr1-178888900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-1789687,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr1-179171317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-179255402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr1-179980601,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,p304G
chr1-180032606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,p304G
chr1-180396877,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-1810273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-181077757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-1821414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr1-1828817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-183321605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-183483701,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,p304G
chr1-183501409,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-183502417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-183503358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr1-183522843,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-183897349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr1-184054423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr1-184506385,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-1847297,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-184739336,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,p304G
chr1-1848051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-185102550,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-185150259,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,p304G
chr1-185232179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr1-185258391,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-185299408,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr1-186853114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-186898024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr1-1873887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,p304G
chr1-187449731,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,p304G
chr1-188406649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-188408705,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-1885394,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr1-188584928,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-190430329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-190643630,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-190973188,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,p304G
chr1-191158236,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-191192492,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-19127426,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-191274975,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-19132728,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,p304G
chr1-19133088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-19162426,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-191713727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-191826070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-19188783,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr1-191893255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr1-191893673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr1-192009878,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-192272466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-192540527,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,p304G
chr1-192578201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-192578247,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-193204842,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-19329160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-193405157,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,p304G
chr1-193630337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-194548086,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-19463598,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr1-194703915,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,p304G
chr1-195914717,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-196055276,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-196319575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-196642791,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-197192559,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,p304G
chr1-197605340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-197640220,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,p304G
chr1-197750881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-198224998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-198271181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-198296391,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,p304G
chr1-198299064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-198623149,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-198668342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr1-198670316,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,p304G
chr1-198709398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr1-198724536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,p304G
chr1-198796485,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,p304G
chr1-198855389,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr1-198988653,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
