posid,WHOLE BLOOD/UNS,patient
chr6+90263247,2,p304002
chr6+91445665,1,p304002
chr6+91813809,1,p304002
chr6+99550218,2,p304002
chr7-101103508,1,p304002
chr7-101900634,1,p304002
chr7-101952491,2,p304002
chr7-102422566,1,p304002
chr7-102920366,1,p304002
chr7-103119140,1,p304002
chr7-104143275,1,p304002
chr7-105046243,1,p304002
chr7-105499669,1,p304002
chr7-108411834,1,p304002
chr7-110961956,1,p304002
chr7-11110431,1,p304002
chr7-111241522,1,p304002
chr7-111277288,1,p304002
chr7-112263405,1,p304002
chr7-112268681,1,p304002
chr7-112772907,1,p304002
chr7-112776814,1,p304002
chr7-114219349,1,p304002
chr7-114981940,1,p304002
chr7-114999278,1,p304002
chr7-11782703,1,p304002
chr7-121282105,1,p304002
chr7-121361292,1,p304002
chr7-121365559,1,p304002
chr7-121473792,1,p304002
chr7-122136270,1,p304002
chr7-12326971,1,p304002
chr7-123755661,1,p304002
chr7-124880908,3,p304002
chr7-125027503,1,p304002
chr7-125486063,1,p304002
chr7-126527170,1,p304002
chr7-127763545,1,p304002
chr7-129390813,1,p304002
chr7-129427275,1,p304002
chr7-135433577,1,p304002
chr7-139366549,1,p304002
chr7-139374355,2,p304002
chr7-142475455,2,p304002
chr7-143475353,1,p304002
chr7-143516711,1,p304002
chr7-143896931,1,p304002
chr7-144716124,1,p304002
chr7-14482319,1,p304002
chr7-151103814,1,p304002
chr7-151597563,1,p304002
chr7-152357720,1,p304002
chr7-155698064,1,p304002
chr7-18303883,1,p304002
chr7-19394092,1,p304002
chr7-20287909,1,p304002
chr7-20611449,1,p304002
chr7-21486195,1,p304002
chr7-23007684,1,p304002
chr7-2415282,1,p304002
chr7-24959535,1,p304002
chr7-30309973,1,p304002
chr7-32068508,3,p304002
chr7-32755395,1,p304002
chr7-33026998,1,p304002
chr7-33285659,1,p304002
chr7-33375422,1,p304002
chr7-34988876,1,p304002
chr7-35640407,1,p304002
chr7-37316256,1,p304002
chr7-37999374,1,p304002
chr7-40038363,1,p304002
chr7-44617968,1,p304002
chr7-48303268,1,p304002
chr7-48631576,1,p304002
chr7-4983881,1,p304002
chr7-49923450,1,p304002
chr7-50493734,1,p304002
chr7-5209493,1,p304002
chr7-52410317,1,p304002
chr7-52417646,1,p304002
chr7-5339190,1,p304002
chr7-55452478,1,p304002
chr7-5756450,1,p304002
chr7-5760634,1,p304002
chr7-64691297,1,p304002
chr7-64801437,1,p304002
chr7-70784223,1,p304002
chr7-72886932,1,p304002
chr7-72905495,1,p304002
chr7-73923499,1,p304002
chr7-74711930,1,p304002
chr7-7696490,1,p304002
chr7-7809860,1,p304002
chr7-78616390,1,p304002
chr7-7980764,1,p304002
chr7-8011290,1,p304002
chr7-80752523,1,p304002
chr7-82709235,2,p304002
chr7-847536,1,p304002
chr7-85223332,1,p304002
chr7-85818135,1,p304002
chr7-87189479,1,p304002
chr7-87569581,1,p304002
chr7-89611492,1,p304002
chr7-91423886,1,p304002
chr7-92035711,1,p304002
chr7-92041836,1,p304002
chr7-92079680,1,p304002
chr7-92224712,1,p304002
chr7-9481664,1,p304002
chr7-96695073,1,p304002
chr7-99062640,1,p304002
chr7-99114186,1,p304002
chr7-99138568,1,p304002
chr7-99638530,1,p304002
chr7+100416191,1,p304002
chr7+102055061,1,p304002
chr7+102413549,1,p304002
chr7+104139337,1,p304002
chr7+105056985,1,p304002
chr7+105090961,1,p304002
chr7+105170451,1,p304002
chr7+106600518,1,p304002
chr7+107085855,1,p304002
chr7+107190875,1,p304002
chr7+107475725,1,p304002
chr7+107484978,1,p304002
chr7+11043034,1,p304002
chr7+110685317,1,p304002
chr7+111158348,1,p304002
chr7+111377154,1,p304002
chr7+111531149,1,p304002
chr7+112108706,1,p304002
chr7+114019212,1,p304002
chr7+115309620,1,p304002
chr7+115967909,1,p304002
chr7+116958937,1,p304002
chr7+117163822,1,p304002
chr7+119965667,1,p304002
chr7+120564593,1,p304002
chr7+122394853,1,p304002
chr7+123696736,1,p304002
chr7+12395107,2,p304002
chr7+125328341,1,p304002
chr7+128752031,1,p304002
chr7+129266078,1,p304002
chr7+129898034,1,p304002
chr7+131320628,1,p304002
chr7+131349109,1,p304002
chr7+131391082,1,p304002
chr7+131414156,1,p304002
chr7+132948885,1,p304002
chr7+133484627,1,p304002
chr7+133995162,1,p304002
chr7+135500112,1,p304002
chr7+135943029,1,p304002
chr7+135961354,1,p304002
chr7+137033536,1,p304002
chr7+138525054,1,p304002
chr7+139722960,1,p304002
chr7+140719177,1,p304002
chr7+142842739,1,p304002
chr7+143770085,1,p304002
chr7+14597285,1,p304002
chr7+146559671,1,p304002
chr7+147480396,1,p304002
chr7+148739516,1,p304002
chr7+148917277,1,p304002
chr7+149896409,1,p304002
chr7+150196007,1,p304002
chr7+1520916,1,p304002
chr7+152392763,1,p304002
chr7+152863298,1,p304002
chr7+153715634,1,p304002
chr7+155045461,1,p304002
chr7+158845272,1,p304002
chr7+16674357,1,p304002
chr7+16701597,1,p304002
chr7+17344721,2,p304002
chr7+17854813,1,p304002
chr7+18652595,1,p304002
chr7+1956247,1,p304002
chr7+19995006,1,p304002
chr7+20379318,1,p304002
chr7+20569649,1,p304002
chr7+21485703,1,p304002
chr7+2168266,1,p304002
chr7+2272631,1,p304002
chr7+22951229,1,p304002
chr7+2421966,1,p304002
chr7+26820794,1,p304002
chr7+26831550,2,p304002
chr7+26843110,1,p304002
chr7+28354302,1,p304002
chr7+30367406,2,p304002
chr7+33358391,1,p304002
chr7+35834109,1,p304002
chr7+35855836,2,p304002
chr7+37659781,1,p304002
chr7+38891154,1,p304002
chr7+39651321,1,p304002
chr7+44447420,1,p304002
chr7+44843807,1,p304002
chr7+46707392,1,p304002
chr7+46719911,2,p304002
chr7+4706988,1,p304002
chr7+47656276,1,p304002
chr7+48172413,1,p304002
chr7+48872022,1,p304002
chr7+49692468,1,p304002
chr7+52279973,1,p304002
chr7+52744367,1,p304002
chr7+55977933,1,p304002
chr7+5757606,1,p304002
chr7+64341759,1,p304002
chr7+64800161,1,p304002
chr7+69673751,1,p304002
chr7+734566,1,p304002
chr7+74183803,1,p304002
chr7+74706396,1,p304002
chr7+74714590,1,p304002
chr7+74716116,1,p304002
chr7+75434341,1,p304002
chr7+75548122,1,p304002
chr7+7587390,1,p304002
chr7+77395699,1,p304002
chr7+77677817,1,p304002
chr7+81381682,1,p304002
chr7+81427296,1,p304002
chr7+82468809,1,p304002
chr7+83728468,1,p304002
chr7+84083944,1,p304002
chr7+84088224,1,p304002
chr7+84176017,1,p304002
chr7+84301836,1,p304002
chr7+84799719,1,p304002
chr7+85558721,1,p304002
chr7+85589624,1,p304002
chr7+85602045,2,p304002
chr7+88065536,1,p304002
chr7+88881920,1,p304002
chr7+88884188,1,p304002
chr7+89027943,1,p304002
chr7+90280016,1,p304002
chr7+94987805,1,p304002
chr7+99391186,1,p304002
chr8-100925437,1,p304002
chr8-102251627,1,p304002
chr8-102358589,1,p304002
chr8-102884400,1,p304002
chr8-104358913,1,p304002
chr8-104503551,1,p304002
chr8-106690506,1,p304002
chr8-107365216,1,p304002
chr8-108716726,1,p304002
chr8-110110581,1,p304002
chr8-113466134,1,p304002
chr8-113505913,1,p304002
chr8-113705613,1,p304002
chr8-119684173,1,p304002
chr8-120603487,1,p304002
chr8-121985755,1,p304002
chr8-124323557,1,p304002
chr8-135614006,1,p304002
chr8-136033278,1,p304002
chr8-140876882,1,p304002
chr8-140940539,1,p304002
chr8-143003208,1,p304002
chr8-14319342,1,p304002
chr8-143483298,1,p304002
chr8-14359426,1,p304002
chr8-143888187,1,p304002
chr8-144009391,1,p304002
chr8-144152271,1,p304002
chr8-144230347,3,p304002
chr8-14431819,2,p304002
chr8-144751781,1,p304002
chr8-21926723,1,p304002
chr8-21948585,1,p304002
chr8-21968836,1,p304002
chr8-24345797,1,p304002
chr8-25296936,1,p304002
chr8-25389017,1,p304002
chr8-25472287,1,p304002
chr8-26342993,1,p304002
chr8-28983399,1,p304002
chr8-28987770,1,p304002
chr8-38347362,1,p304002
chr8-39056621,1,p304002
chr8-41496306,1,p304002
chr8-41506310,1,p304002
chr8-41707004,1,p304002
chr8-42496306,1,p304002
chr8-47978443,1,p304002
chr8-51786104,1,p304002
chr8-52638941,1,p304002
chr8-53756831,1,p304002
chr8-53975285,1,p304002
chr8-56976588,1,p304002
chr8-58080222,1,p304002
chr8-60589021,1,p304002
chr8-61626778,1,p304002
chr8-61682591,1,p304002
chr8-63197517,1,p304002
chr8-68218883,1,p304002
chr8-68564615,1,p304002
chr8-70307096,1,p304002
chr8-74063650,1,p304002
chr8-77779352,1,p304002
chr8-78079422,1,p304002
chr8-79781415,1,p304002
chr8-80003181,1,p304002
chr8-80050349,1,p304002
chr8-80060222,1,p304002
chr8-80511377,1,p304002
chr8-81800820,1,p304002
chr8-81818240,1,p304002
chr8-81821786,1,p304002
chr8-83119568,1,p304002
chr8-85128853,1,p304002
chr8-86391371,1,p304002
chr8-86546694,1,p304002
chr8-872302,1,p304002
chr8-88065808,1,p304002
chr8-91362896,1,p304002
chr8-92503651,1,p304002
chr8-92644951,1,p304002
chr8-92924247,1,p304002
chr8-9567143,1,p304002
chr8-98481891,1,p304002
chr8-99134312,1,p304002
chr8+104379177,1,p304002
chr8+104501921,1,p304002
chr8+105203116,1,p304002
chr8+108960960,1,p304002
chr8+109271827,1,p304002
chr8+109322271,1,p304002
chr8+109547943,1,p304002
chr8+110706362,1,p304002
chr8+111909965,1,p304002
chr8+115468194,1,p304002
chr8+115512443,3,p304002
chr8+124577528,1,p304002
chr8+124690096,1,p304002
chr8+134563785,1,p304002
chr8+140780587,1,p304002
chr8+140857688,1,p304002
chr8+140905950,1,p304002
chr8+140913751,1,p304002
chr8+140937331,1,p304002
chr8+14305124,1,p304002
chr8+143803313,1,p304002
chr8+143824189,1,p304002
chr8+143968381,1,p304002
chr8+144003905,1,p304002
chr8+144004346,1,p304002
chr8+144281695,1,p304002
chr8+144523871,1,p304002
chr8+144745989,1,p304002
chr8+144835685,1,p304002
chr8+145012726,1,p304002
chr8+14634064,1,p304002
chr8+14655851,1,p304002
chr8+16543778,1,p304002
chr8+17075523,1,p304002
chr8+17079011,1,p304002
chr8+17985692,1,p304002
chr8+19366511,1,p304002
chr8+21974369,1,p304002
chr8+22470860,1,p304002
chr8+22485341,1,p304002
chr8+22613803,1,p304002
chr8+23154297,1,p304002
chr8+24313405,1,p304002
chr8+25445276,1,p304002
chr8+28568422,1,p304002
chr8+28958581,1,p304002
chr8+28965269,1,p304002
chr8+28977455,1,p304002
chr8+28986633,1,p304002
chr8+39572520,1,p304002
chr8+41999082,1,p304002
chr8+42015983,1,p304002
chr8+43201009,1,p304002
chr8+43576802,1,p304002
chr8+47880312,1,p304002
chr8+49095000,1,p304002
chr8+51828614,1,p304002
chr8+52211439,1,p304002
chr8+52568266,1,p304002
chr8+53826183,1,p304002
chr8+53994564,2,p304002
chr8+58638819,1,p304002
chr8+59662916,1,p304002
chr8+60899806,1,p304002
chr8+61909264,1,p304002
chr8+65183187,1,p304002
chr8+66824707,1,p304002
chr8+67330578,1,p304002
chr8+68093943,1,p304002
chr8+78736759,1,p304002
chr8+80145124,1,p304002
chr8+82069133,1,p304002
chr8+86393611,1,p304002
chr8+87822848,1,p304002
chr8+88060253,1,p304002
chr8+91348675,1,p304002
chr8+91972938,1,p304002
chr8+96271027,1,p304002
chr8+98510003,2,p304002
chr8+98661400,1,p304002
chr8+98721289,1,p304002
chr8+98740332,1,p304002
chr8+99156430,2,p304002
chr8+99171323,1,p304002
chr9-10004525,1,p304002
chr9-10004870,1,p304002
chr9-100114442,1,p304002
chr9-101912930,1,p304002
chr9-104757635,1,p304002
chr9-106874015,1,p304002
chr9-108307879,1,p304002
chr9-109701786,1,p304002
chr9-111373807,1,p304002
chr9-111707328,1,p304002
chr9-112281691,1,p304002
chr9-113454143,1,p304002
chr9-114645760,1,p304002
chr9-120627085,1,p304002
chr9-121190129,1,p304002
chr9-122026464,1,p304002
chr9-123069817,1,p304002
chr9-123744584,1,p304002
chr9-123774959,1,p304002
chr9-123790849,1,p304002
chr9-125051354,1,p304002
chr9-125055624,1,p304002
chr9-125278323,1,p304002
chr9-125822128,1,p304002
chr9-125842016,1,p304002
chr9-125842445,1,p304002
chr9-125872047,1,p304002
chr9-127355481,1,p304002
chr9-128951945,1,p304002
chr9-128972756,1,p304002
chr9-128991007,1,p304002
chr9-129051093,1,p304002
chr9-129294557,1,p304002
chr9-130021017,1,p304002
chr9-131450839,1,p304002
chr9-131658297,1,p304002
chr9-131691213,1,p304002
chr9-132302951,1,p304002
chr9-132307774,1,p304002
chr9-132316522,1,p304002
chr9-132403433,1,p304002
chr9-132920115,1,p304002
chr9-133162638,1,p304002
chr9-134149100,1,p304002
chr9-134900567,1,p304002
chr9-134903815,1,p304002
chr9-135886520,1,p304002
chr9-136026142,1,p304002
chr9-136333122,1,p304002
chr9-136358969,1,p304002
chr9-136445719,1,p304002
chr9-136467112,1,p304002
chr9-136478530,1,p304002
chr9-136524571,1,p304002
chr9-136810283,1,p304002
chr9-136815157,1,p304002
chr9-136823694,1,p304002
chr9-136824654,1,p304002
chr9-136914913,1,p304002
chr9-137282847,1,p304002
chr9-137283443,1,p304002
chr9-137594193,1,p304002
chr9-137646440,1,p304002
chr9-137682079,1,p304002
chr9-15443397,1,p304002
chr9-15623956,1,p304002
chr9-17190992,1,p304002
chr9-17389083,1,p304002
chr9-24404166,1,p304002
chr9-26935782,1,p304002
chr9-31354655,1,p304002
chr9-31590062,1,p304002
chr9-33684734,1,p304002
chr9-33685360,1,p304002
chr9-35357635,1,p304002
chr9-3542640,1,p304002
chr9-35504695,1,p304002
chr9-35506713,1,p304002
chr9-35937236,1,p304002
chr9-36046921,1,p304002
chr9-36054743,1,p304002
chr9-36116204,1,p304002
chr9-5642366,1,p304002
chr9-67050754,1,p304002
chr9-68790639,1,p304002
chr9-69143962,1,p304002
chr9-70265204,1,p304002
chr9-71564527,1,p304002
chr9-71743225,1,p304002
chr9-71920146,1,p304002
chr9-77391619,1,p304002
chr9-7805276,1,p304002
chr9-78384411,1,p304002
chr9-79709023,1,p304002
chr9-83777482,1,p304002
chr9-88480636,1,p304002
chr9-89418106,2,p304002
chr9-91200845,1,p304002
chr9-91289718,1,p304002
chr9-91325203,1,p304002
chr9-91326131,1,p304002
chr9-91337308,1,p304002
chr9-91355483,1,p304002
chr9-92380198,2,p304002
chr9-95883079,1,p304002
chr9+101653338,1,p304002
chr9+102192137,1,p304002
chr9+112239180,1,p304002
chr9+117946066,1,p304002
chr9+121199636,1,p304002
chr9+122153967,1,p304002
chr9+122275557,1,p304002
chr9+123151996,1,p304002
chr9+124935744,1,p304002
chr9+125022069,1,p304002
chr9+125117883,1,p304002
chr9+125587575,1,p304002
chr9+125803198,1,p304002
chr9+125804287,1,p304002
chr9+125903026,1,p304002
chr9+12705546,1,p304002
chr9+127272126,1,p304002
chr9+127537808,1,p304002
chr9+127658004,1,p304002
chr9+127892164,1,p304002
chr9+127892598,1,p304002
chr9+12797642,1,p304002
chr9+12812196,1,p304002
chr9+12828196,1,p304002
chr9+12829243,1,p304002
chr9+128692286,1,p304002
chr9+128696850,1,p304002
chr9+128959113,1,p304002
chr9+129117850,1,p304002
chr9+129934508,1,p304002
chr9+129975133,1,p304002
chr9+130032000,1,p304002
chr9+130040291,1,p304002
chr9+130720529,2,p304002
chr9+131186931,1,p304002
chr9+131453380,1,p304002
chr9+131513369,2,p304002
chr9+132044500,2,p304002
chr9+132282528,1,p304002
chr9+132305974,1,p304002
chr9+132323899,1,p304002
chr9+133268495,1,p304002
chr9+136033941,1,p304002
chr9+136065630,1,p304002
chr9+136412134,1,p304002
chr9+136448794,1,p304002
chr9+136462674,1,p304002
chr9+136898510,1,p304002
chr9+137003881,1,p304002
chr9+137284518,1,p304002
chr9+137344249,1,p304002
chr9+15481233,1,p304002
chr9+15865214,1,p304002
chr9+20459616,1,p304002
chr9+20863650,1,p304002
chr9+28709575,1,p304002
chr9+28886487,1,p304002
chr9+31586988,1,p304002
chr9+3321615,1,p304002
chr9+33853095,1,p304002
chr9+33967112,1,p304002
chr9+33967125,1,p304002
chr9+34033369,1,p304002
chr9+34687561,1,p304002
chr9+35050816,1,p304002
chr9+37136720,2,p304002
chr9+37283163,1,p304002
chr9+39296834,1,p304002
chr9+41014111,1,p304002
chr9+41185259,1,p304002
chr9+43165844,2,p304002
chr9+43509871,1,p304002
chr9+6417975,2,p304002
chr9+65703522,1,p304002
chr9+675791,1,p304002
chr9+69083004,1,p304002
chr9+72512540,1,p304002
chr9+77323421,1,p304002
chr9+8462850,1,p304002
chr9+85619472,1,p304002
chr9+87303915,1,p304002
chr9+88401357,1,p304002
chr9+88420512,1,p304002
chr9+88454807,1,p304002
chr9+92316680,1,p304002
chr9+92861552,1,p304002
chr9+93103410,1,p304002
chr9+94063028,2,p304002
chr9+94834149,1,p304002
chr9+94889855,1,p304002
chr9+96406046,1,p304002
chr9+96542268,1,p304002
chr9+9948643,1,p304002
chr9+99909057,1,p304002
chrX-110261560,1,p304002
chrX-111771667,1,p304002
chrX-114218976,1,p304002
chrX-11834587,1,p304002
chrX-122827328,1,p304002
chrX-123139613,1,p304002
chrX-123988380,1,p304002
chrX-124007888,1,p304002
chrX-125551910,1,p304002
chrX-126921934,1,p304002
chrX-127323779,1,p304002
chrX-127450534,1,p304002
chrX-130671643,1,p304002
chrX-130806467,1,p304002
chrX-132050647,1,p304002
chrX-132232380,1,p304002
chrX-132444179,1,p304002
chrX-134786625,2,p304002
chrX-136718628,1,p304002
chrX-139925443,1,p304002
chrX-140849442,1,p304002
chrX-147430293,1,p304002
chrX-147647371,1,p304002
chrX-154004294,1,p304002
chrX-154006435,1,p304002
chrX-154292836,1,p304002
chrX-154333063,1,p304002
chrX-154703159,1,p304002
chrX-154791698,1,p304002
chrX-155110526,1,p304002
chrX-22765204,1,p304002
chrX-26404674,1,p304002
chrX-26778181,1,p304002
chrX-31175594,1,p304002
chrX-38839152,1,p304002
chrX-39353506,1,p304002
chrX-40596733,1,p304002
chrX-41170339,1,p304002
chrX-44962240,1,p304002
chrX-45051416,1,p304002
chrX-46128031,1,p304002
chrX-46130235,1,p304002
chrX-46497002,1,p304002
chrX-46735966,1,p304002
chrX-46737149,1,p304002
chrX-46742723,2,p304002
chrX-46860626,1,p304002
chrX-46877228,1,p304002
chrX-47148407,1,p304002
chrX-47345992,1,p304002
chrX-47885633,1,p304002
chrX-48544208,1,p304002
chrX-53596803,1,p304002
chrX-57615304,1,p304002
chrX-6184483,1,p304002
chrX-65920195,1,p304002
chrX-71039862,1,p304002
chrX-71543383,2,p304002
chrX-71961893,1,p304002
chrX-73578848,1,p304002
chrX-75519741,1,p304002
chrX-77518580,1,p304002
chrX-77676466,1,p304002
chrX-79395240,1,p304002
chrX-85045573,2,p304002
chrX-8583624,1,p304002
chrX-85957923,1,p304002
chrX-85965399,1,p304002
chrX-85999338,1,p304002
chrX-92132607,1,p304002
chrX-96699954,1,p304002
chrX+101777503,1,p304002
chrX+101946855,1,p304002
chrX+104182080,1,p304002
chrX+106824821,1,p304002
chrX+111715164,1,p304002
chrX+117958427,1,p304002
chrX+118719368,1,p304002
chrX+122650474,1,p304002
chrX+127724806,1,p304002
chrX+127735318,1,p304002
chrX+135358714,1,p304002
chrX+139818401,1,p304002
chrX+151069056,1,p304002
chrX+154057990,1,p304002
chrX+154076741,1,p304002
chrX+154092932,1,p304002
chrX+154685165,1,p304002
chrX+154813432,1,p304002
chrX+154881897,1,p304002
chrX+155036985,1,p304002
chrX+155045063,1,p304002
chrX+155102745,1,p304002
chrX+155110657,1,p304002
chrX+155193571,1,p304002
chrX+155589441,1,p304002
chrX+20573454,2,p304002
chrX+23674751,1,p304002
chrX+30876717,1,p304002
chrX+31630587,1,p304002
chrX+35880805,2,p304002
chrX+37691496,1,p304002
chrX+41183762,1,p304002
chrX+41367278,1,p304002
chrX+44878706,1,p304002
chrX+44966388,1,p304002
chrX+45012573,1,p304002
chrX+45014757,1,p304002
chrX+45035225,1,p304002
chrX+45330496,1,p304002
chrX+47009971,1,p304002
chrX+48548706,1,p304002
chrX+48995864,1,p304002
chrX+50749576,1,p304002
chrX+51411419,1,p304002
chrX+53524431,1,p304002
chrX+56740108,1,p304002
chrX+70911443,1,p304002
chrX+74245313,1,p304002
chrX+77580939,1,p304002
chrX+8282382,1,p304002
chrX+84836039,1,p304002
chrX+8532355,1,p304002
chrX+87968470,1,p304002
chrX+89680863,1,p304002
chrX+91883643,1,p304002
chrX+93549387,1,p304002
chrX+93675784,1,p304002
chrX+96477654,1,p304002
chrX+96933086,1,p304002
chrX+97153998,1,p304002
chrX+97212232,1,p304002
chrY-12400122,1,p304002
chrY-19235220,1,p304002
chrY-20362027,1,p304002
chrY-21683755,1,p304002
chrY-3912751,1,p304002
chrY-8668099,1,p304002
chrY-9139705,1,p304002
chrY+10612077,1,p304002
chrY+11232960,1,p304002
chrY+13360594,1,p304002
chrY+13385371,1,p304002
chrY+13457512,1,p304002
chrY+20417104,1,p304002
chrY+21490868,1,p304002
chrY+6947066,1,p304002
