seqnames,start,end,width,strand,refGenome,reads,patient,sampleName,GTSP,timePoint,timePointDays,timePointMonths,dataSource,posid,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,cellType
chr19,12168300,12168664,365,+,hg38,10,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr19+12168300,TRUE,ZNF136,+,FALSE,TRUE,0,ZNF442,181069,-,LYL1,930726,-,WHOLE BLOOD
chr22,12372233,12372267,35,-,hg38,1,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr22-12372267,FALSE,LOC102723769,+,FALSE,FALSE,415732,HDHD5,4765251,-,BCR,-10808096,+,WHOLE BLOOD
chrY,12399818,12400122,305,-,hg38,24,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chrY-12400122,FALSE,GYG2P1,-,FALSE,TRUE,5992,P2RY8,-10862977,-,None.found,Inf,None.found,WHOLE BLOOD
chr9,12797642,12797727,86,+,hg38,253,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr9+12797642,TRUE,"LURAP1L-AS1,LURAP1L","-,+",FALSE,FALSE,0,NFIB,1284199,-,JAK2,7669458,+,WHOLE BLOOD
chr19,13039608,13039818,211,-,hg38,93,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr19-13039818,TRUE,NFIX,+,FALSE,FALSE,0,NFIX,0,+,LYL1,59208,-,WHOLE BLOOD
chr19,13041278,13041493,216,+,hg38,68,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr19+13041278,TRUE,NFIX,+,FALSE,TRUE,0,NFIX,0,+,LYL1,57748,-,WHOLE BLOOD
chr19,13126760,13126799,40,-,hg38,335,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr19-13126799,TRUE,NACC1,+,FALSE,FALSE,0,LYL1,-23638,-,LYL1,-23638,-,WHOLE BLOOD
chr6,13654900,13655212,313,+,hg38,45,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr6+13654900,TRUE,RANBP9,-,FALSE,FALSE,-0,HIVEP1,1489900,+,BRD2,-19313758,+,WHOLE BLOOD
chr1,13763660,13764091,432,+,hg38,5,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr1+13763660,TRUE,PRDM2,+,FALSE,TRUE,-0,PRDM2,-0,+,LCK,-18487577,+,WHOLE BLOOD
chr19,14040219,14040409,191,-,hg38,70,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr19-14040409,TRUE,IL27RA,+,FALSE,FALSE,0,ADGRE5,-340733,+,LYL1,-937248,-,WHOLE BLOOD
chr8,14305124,14305513,390,+,hg38,19,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr8+14305124,TRUE,SGCZ,-,FALSE,FALSE,-0,DLC1,-700507,-,MYC,-113430308,+,WHOLE BLOOD
chr16,14544964,14545002,39,-,hg38,515,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr16-14545002,TRUE,PARN,-,FALSE,TRUE,0,ERCC4,592653,+,None.found,Inf,None.found,WHOLE BLOOD
chr8,14634064,14634313,250,+,hg38,26,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr8+14634064,TRUE,SGCZ,-,FALSE,FALSE,-0,DLC1,-1029447,-,MYC,-113101368,+,WHOLE BLOOD
chr21,15035856,15035902,47,+,hg38,357,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr21+15035856,TRUE,NRIP1,-,FALSE,FALSE,0,NRIP1,0,-,OLIG2,-17990050,+,WHOLE BLOOD
chr20,15159017,15159321,305,+,hg38,72,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr20+15159017,TRUE,MACROD2,+,FALSE,TRUE,-0,SNX5,2782577,-,None.found,Inf,None.found,WHOLE BLOOD
chr19,15303339,15303725,387,-,hg38,5,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr19-15303725,TRUE,BRD4,-,FALSE,TRUE,0,BRD4,0,-,LYL1,-2200564,-,WHOLE BLOOD
chr19,15385461,15385632,172,+,hg38,187,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr19+15385461,TRUE,AKAP8L,-,FALSE,FALSE,-0,BRD4,-52917,-,LYL1,-2282300,-,WHOLE BLOOD
chr19,15477105,15477141,37,+,hg38,1,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr19+15477105,TRUE,PGLYRP2,-,FALSE,FALSE,0,BRD4,-144561,-,LYL1,-2373944,-,WHOLE BLOOD
chr6,15571825,15572123,299,+,hg38,41,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr6+15571825,TRUE,DTNBP1,-,FALSE,FALSE,-0,DEK,2652342,-,BRD2,-17396833,+,WHOLE BLOOD
chr4,15610554,15610864,311,+,hg38,56,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr4+15610554,TRUE,FBXL5,-,FALSE,FALSE,-0,S100P,8913383,+,RAP1GDS1,-82650820,+,WHOLE BLOOD
chr19,15829750,15829891,142,-,hg38,334,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr19-15829891,TRUE,UCA1,+,FALSE,FALSE,0,TPM4,-237614,+,JUND,2449801,-,WHOLE BLOOD
chr19,16109596,16109646,51,+,hg38,1,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr19+16109596,FALSE,RAB8A,+,FALSE,TRUE,-2082,RAB8A,-2082,+,JUND,2170096,-,WHOLE BLOOD
chr21,16250909,16250969,61,+,hg38,556,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr21+16250909,TRUE,MIR99AHG,+,FALSE,TRUE,0,MIR125B2,-339326,+,OLIG2,-16774997,+,WHOLE BLOOD
chr11,16269695,16269853,159,-,hg38,19,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr11-16269853,TRUE,SOX6,-,FALSE,TRUE,0,CALCA,-1297566,-,LMO1,-8001217,-,WHOLE BLOOD
chr21,16343899,16344204,306,+,hg38,1,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr21+16343899,TRUE,MIR99AHG,+,FALSE,TRUE,0,MIR125B2,-246336,+,OLIG2,-16682007,+,WHOLE BLOOD
chr1,16599702,16599872,171,+,hg38,12,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr1+16599702,TRUE,NBPF1,-,FALSE,FALSE,0,SDHB,419018,-,LCK,-15651535,+,WHOLE BLOOD
chr7,16674357,16674742,386,+,hg38,2,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr7+16674357,TRUE,BZW2,+,FALSE,TRUE,0,TWIST1,2438688,-,None.found,Inf,None.found,WHOLE BLOOD
chr1,17177551,17177770,220,+,hg38,125,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr1+17177551,FALSE,LOC400743,+,FALSE,TRUE,-12236,PADI2,-58097,-,LCK,-15073686,+,WHOLE BLOOD
chr2,17219553,17219637,85,+,hg38,175,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr2+17219553,FALSE,RAD51AP2,-,FALSE,FALSE,291029,GEN1,-534303,+,BCL11A,43231612,-,WHOLE BLOOD
chr21,17243794,17243842,49,+,hg38,1,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr21+17243794,FALSE,LINC01549,+,FALSE,TRUE,-195094,MIR125B2,653468,+,OLIG2,-15782112,+,WHOLE BLOOD
chr7,17344721,17345016,296,+,hg38,29,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr7+17344721,TRUE,AHR,+,TRUE,TRUE,-0,TWIST1,1768324,-,None.found,Inf,None.found,WHOLE BLOOD
chr19,17561052,17561300,249,-,hg38,110,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr19-17561300,TRUE,COLGALT1,+,FALSE,FALSE,0,SLC27A1,55131,+,JUND,718392,-,WHOLE BLOOD
chr19,17570403,17570516,114,-,hg38,135,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr19-17570516,TRUE,COLGALT1,+,FALSE,FALSE,-0,SLC27A1,64347,+,JUND,709176,-,WHOLE BLOOD
chr2,17768516,17768638,123,-,hg38,260,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr2-17768638,TRUE,GEN1,+,FALSE,FALSE,0,GEN1,0,+,BCL11A,42682527,-,WHOLE BLOOD
chr6,17912168,17912233,66,-,hg38,36,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr6-17912233,TRUE,KIF13A,-,FALSE,TRUE,0,DEK,311934,-,BRD2,-15056425,+,WHOLE BLOOD
chr6,17966535,17966870,336,+,hg38,22,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr6+17966535,TRUE,KIF13A,-,FALSE,FALSE,0,DEK,257632,-,BRD2,-15002123,+,WHOLE BLOOD
chr17,18344067,18344306,240,+,hg38,29,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr17+18344067,TRUE,SHMT1,-,FALSE,FALSE,-0,FLII,-85150,-,None.found,Inf,None.found,WHOLE BLOOD
chr7,18652595,18652712,118,+,hg38,206,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr7+18652595,TRUE,HDAC9,+,FALSE,TRUE,-0,TWIST1,460450,-,None.found,Inf,None.found,WHOLE BLOOD
chr17,18884939,18885148,210,-,hg38,199,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr17-18885148,TRUE,PRPSAP2,+,FALSE,FALSE,0,MAPK7,-492571,+,None.found,Inf,None.found,WHOLE BLOOD
chr19,19312857,19313292,436,+,hg38,1,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr19+19312857,TRUE,SUGP1,-,FALSE,FALSE,0,BORCS8-MEF2B,-120265,-,JUND,-1031200,-,WHOLE BLOOD
chr2,19340858,19340944,87,-,hg38,100,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr2-19340944,FALSE,MIR4757,+,FALSE,FALSE,-7483,SDC1,859851,-,BCL11A,41110221,-,WHOLE BLOOD
chr8,19366511,19366545,35,+,hg38,1,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr8+19366511,TRUE,SH2D4A,+,FALSE,TRUE,-0,NAT2,965297,+,MYC,-108368921,+,WHOLE BLOOD
chr21,19771580,19771653,74,+,hg38,429,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr21+19771580,FALSE,LINC01683,-,FALSE,FALSE,121697,MIR125B2,3181254,+,OLIG2,-13254326,+,WHOLE BLOOD
chr10,19878173,19878337,165,+,hg38,176,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr10+19878173,TRUE,PLXDC2,+,FALSE,TRUE,0,MLLT10,-1655174,+,MLLT10,-1655174,+,WHOLE BLOOD
chr21,20072112,20072339,228,-,hg38,55,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr21-20072339,FALSE,LINC01683,-,FALSE,TRUE,-172583,MIR125B2,3482013,+,OLIG2,-12953567,+,WHOLE BLOOD
chr11,20414077,20414559,483,-,hg38,1,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr11-20414559,TRUE,PRMT3,+,FALSE,FALSE,0,HTATIP2,30775,+,LMO1,-12145923,-,WHOLE BLOOD
chrY,20417104,20417302,199,+,hg38,207,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chrY+20417104,FALSE,TTTY10,-,FALSE,FALSE,48562,P2RY8,-18879959,-,None.found,Inf,None.found,WHOLE BLOOD
chr7,20569649,20569697,49,+,hg38,1,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr7+20569649,FALSE,ABCB5,+,FALSE,TRUE,-45971,ABCB5,-45971,+,None.found,Inf,None.found,WHOLE BLOOD
chr3,20636126,20636170,45,-,hg38,17,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr3-20636170,FALSE,LOC101927829,+,FALSE,FALSE,285241,SATB1,-2190581,-,None.found,Inf,None.found,WHOLE BLOOD
chr1,20742809,20742944,136,+,hg38,195,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr1+20742809,TRUE,HP1BP3,-,TRUE,FALSE,-0,CDA,123900,+,LCK,-11508428,+,WHOLE BLOOD
chr18,21015545,21015659,115,+,hg38,192,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr18+21015545,TRUE,ROCK1,-,FALSE,FALSE,-0,GATA6,-1153890,+,BCL2,42107799,-,WHOLE BLOOD
chr1,21114863,21115275,413,+,hg38,7,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr1+21114863,TRUE,EIF4G3,-,FALSE,FALSE,0,RAP1GAP,481356,-,LCK,-11136374,+,WHOLE BLOOD
chr21,21178357,21178552,196,+,hg38,220,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr21+21178357,TRUE,NCAM2,+,FALSE,TRUE,0,MIR125B2,4588031,+,OLIG2,-11847549,+,WHOLE BLOOD
chr21,21241745,21241810,66,+,hg38,238,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr21+21241745,TRUE,NCAM2,+,FALSE,TRUE,0,MIR125B2,4651419,+,OLIG2,-11784161,+,WHOLE BLOOD
chr16,21336871,21337134,264,-,hg38,9,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr16-21337134,FALSE,SNX29P1,+,FALSE,FALSE,-12227,UQCRC2,-615928,+,None.found,Inf,None.found,WHOLE BLOOD
chr2,21412352,21412580,229,+,hg38,42,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr2+21412352,FALSE,TDRD15,+,FALSE,TRUE,267985,RHOB,962906,+,BCL11A,39038813,-,WHOLE BLOOD
chr7,21485703,21485944,242,+,hg38,85,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr7+21485703,TRUE,SP4,+,FALSE,TRUE,-0,ABCB5,728688,+,None.found,Inf,None.found,WHOLE BLOOD
chr3,21799708,21799861,154,-,hg38,127,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr3-21799861,FALSE,ZNF385D,-,FALSE,TRUE,-48536,RARB,-3029460,+,None.found,Inf,None.found,WHOLE BLOOD
chr18,21849415,21849632,218,-,hg38,89,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr18-21849632,TRUE,MIB1,+,FALSE,FALSE,-0,GATA6,-319803,+,BCL2,41273712,-,WHOLE BLOOD
chr13,21870932,21871065,134,+,hg38,174,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr13+21870932,FALSE,LINC00424,-,FALSE,FALSE,1862,FGF9,166430,+,CDX2,6089984,-,WHOLE BLOOD
chr16,21907066,21907125,60,-,hg38,2,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr16-21907125,FALSE,UQCRC2,+,FALSE,FALSE,-45937,UQCRC2,-45937,+,None.found,Inf,None.found,WHOLE BLOOD
chr8,21948424,21948585,162,-,hg38,159,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr8-21948585,TRUE,XPO7,+,FALSE,FALSE,0,EGR3,739074,-,MYC,-105786847,+,WHOLE BLOOD
chr16,22032049,22032216,168,-,hg38,40,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr16-22032216,TRUE,MOSMO,+,FALSE,FALSE,0,UQCRC2,48555,+,None.found,Inf,None.found,WHOLE BLOOD
chr16,22077372,22077451,80,-,hg38,37,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr16-22077451,TRUE,MOSMO,+,FALSE,FALSE,-0,UQCRC2,93790,+,None.found,Inf,None.found,WHOLE BLOOD
chr17,22242222,22242505,284,+,hg38,1,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr17+22242222,FALSE,UBBP4,+,FALSE,TRUE,37065,SPECC1,1927462,+,None.found,Inf,None.found,WHOLE BLOOD
chr15,22289551,22289742,192,-,hg38,6,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr15-22289742,FALSE,REREP3,+,FALSE,FALSE,6861,MKRN3,-1275563,+,None.found,Inf,None.found,WHOLE BLOOD
chr3,22335565,22335821,257,+,hg38,90,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr3+22335565,FALSE,ZNF385D-AS2,+,FALSE,TRUE,355736,RARB,-2493756,+,None.found,Inf,None.found,WHOLE BLOOD
chr12,22483936,22484109,174,-,hg38,106,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr12-22484109,TRUE,C2CD5,-,FALSE,TRUE,-0,C2CD5,-0,-,ETV6,10588706,+,WHOLE BLOOD
chr12,22519917,22519985,69,-,hg38,89,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr12-22519985,TRUE,C2CD5,-,FALSE,TRUE,0,C2CD5,0,-,ETV6,10624582,+,WHOLE BLOOD
chr17,22675978,22676028,51,-,hg38,463,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr17-22676028,FALSE,MTRNR2L1,+,FALSE,FALSE,151362,SPECC1,2361268,+,None.found,Inf,None.found,WHOLE BLOOD
chr15,22682041,22682451,411,+,hg38,1,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr15+22682041,TRUE,WHAMMP3,+,FALSE,TRUE,-0,MKRN3,-883264,+,None.found,Inf,None.found,WHOLE BLOOD
chrX,22765070,22765204,135,-,hg38,174,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chrX-22765204,TRUE,PTCHD1-AS,-,FALSE,TRUE,0,EIF1AX,-2623355,-,MTCP1,132298828,-,WHOLE BLOOD
chr21,22902863,22902999,137,-,hg38,12,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr21-22902999,FALSE,MIR6130,+,FALSE,FALSE,-176283,ADAMTS1,3933286,-,OLIG2,-10122907,+,WHOLE BLOOD
chr18,22943891,22944234,344,-,hg38,27,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr18-22944234,TRUE,RBBP8,+,FALSE,FALSE,0,RBBP8,0,+,BCL2,40179110,-,WHOLE BLOOD
chr7,22951229,22951267,39,+,hg38,111,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr7+22951229,TRUE,FAM126A,-,FALSE,FALSE,-0,IL6,219226,+,None.found,Inf,None.found,WHOLE BLOOD
chr6,22954998,22955296,299,+,hg38,39,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr6+22954998,FALSE,LOC105374972,-,FALSE,FALSE,-237073,SOX4,1356378,+,BRD2,-10013660,+,WHOLE BLOOD
chr8,23154297,23154570,274,+,hg38,1,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr8+23154297,TRUE,TNFRSF10D,-,FALSE,FALSE,0,RHOBTB2,134099,+,MYC,-104581135,+,WHOLE BLOOD
chr1,23313710,23314119,410,+,hg38,5,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr1+23313710,TRUE,HNRNPR,-,FALSE,FALSE,-0,E2F2,192716,-,LCK,-8937527,+,WHOLE BLOOD
chr1,23338531,23338743,213,+,hg38,18,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr1+23338531,TRUE,HNRNPR,-,TRUE,FALSE,0,E2F2,167895,-,LCK,-8912706,+,WHOLE BLOOD
chr11,23561287,23561331,45,+,hg38,978,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr11+23561287,FALSE,MIR8054,-,FALSE,FALSE,-142096,FANCF,-935445,-,LMO2,10297287,-,WHOLE BLOOD
chrX,23674751,23674853,103,+,hg38,111,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chrX+23674751,TRUE,PRDX4,+,FALSE,TRUE,0,EIF1AX,-3532902,-,MTCP1,131389281,-,WHOLE BLOOD
chr4,23716564,23716686,123,+,hg38,6,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr4+23716564,FALSE,PPARGC1A,-,FALSE,FALSE,75455,SLC34A2,-1939247,+,RAP1GDS1,-74544810,+,WHOLE BLOOD
chr16,23764614,23764650,37,+,hg38,237,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr16+23764614,FALSE,CHP2,+,FALSE,TRUE,5662,PLK1,74246,+,None.found,Inf,None.found,WHOLE BLOOD
chr11,23973755,23973806,52,+,hg38,213,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr11+23973755,FALSE,LUZP2,+,FALSE,TRUE,-523213,FANCF,-1347913,-,LMO2,9884819,-,WHOLE BLOOD
chr18,24041694,24041794,101,+,hg38,10,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr18+24041694,TRUE,TTC39C,+,FALSE,TRUE,0,RBBP8,1015207,+,BCL2,39081650,-,WHOLE BLOOD
chr14,24286732,24286813,82,-,hg38,1,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr14-24286813,FALSE,DHRS1,-,FALSE,TRUE,3783,BCL2L2,975053,+,TCL1A,71423152,-,WHOLE BLOOD
chr22,24310342,24310405,64,-,hg38,240,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr22-24310405,TRUE,"SPECC1L,SPECC1L-ADORA2A","+,+",FALSE,FALSE,-0,BCRP3,-322508,+,BCR,992367,+,WHOLE BLOOD
chr18,24310894,24311218,325,+,hg38,42,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr18+24310894,TRUE,OSBPL1A,-,FALSE,FALSE,0,ZNF521,751028,-,BCL2,38812450,-,WHOLE BLOOD
chr6,24376310,24376430,121,+,hg38,23,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr6+24376310,TRUE,DCDC2,-,FALSE,FALSE,0,HIST1H3B,1655277,-,BRD2,-8592348,+,WHOLE BLOOD
chr3,24404215,24404338,124,+,hg38,1,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr3+24404215,TRUE,THRB,-,FALSE,FALSE,0,RARB,-425106,+,None.found,Inf,None.found,WHOLE BLOOD
chr3,24449172,24449435,264,-,hg38,122,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr3-24449435,TRUE,THRB,-,FALSE,TRUE,0,RARB,-379886,+,None.found,Inf,None.found,WHOLE BLOOD
chr3,24452338,24452694,357,+,hg38,7,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr3+24452338,TRUE,THRB,-,FALSE,FALSE,0,RARB,-376983,+,None.found,Inf,None.found,WHOLE BLOOD
chr2,24572763,24573104,342,+,hg38,19,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr2+24572763,FALSE,NCOA1,+,FALSE,TRUE,-11712,NCOA1,-11712,+,BCL11A,35878402,-,WHOLE BLOOD
chr2,24617590,24617650,61,+,hg38,17,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr2+24617590,TRUE,NCOA1,+,FALSE,TRUE,0,NCOA1,0,+,BCL11A,35833575,-,WHOLE BLOOD
chr1,24653694,24653891,198,-,hg38,169,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr1-24653891,TRUE,SRRM1,+,FALSE,FALSE,0,CLIC4,-91376,+,LCK,-7597346,+,WHOLE BLOOD
chr1,24653716,24653891,176,-,hg38,121,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr1-24653891,TRUE,SRRM1,+,FALSE,FALSE,0,CLIC4,-91376,+,LCK,-7597346,+,WHOLE BLOOD
chr16,24752315,24752532,218,+,hg38,51,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr16+24752315,TRUE,TNRC6A,+,FALSE,TRUE,-0,RBBP6,179451,+,None.found,Inf,None.found,WHOLE BLOOD
chr1,24827945,24828206,262,+,hg38,44,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr1+24827945,TRUE,CLIC4,+,FALSE,TRUE,-0,CLIC4,-0,+,LCK,-7423292,+,WHOLE BLOOD
chr11,24900140,24900355,216,-,hg38,173,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr11-24900355,TRUE,LUZP2,+,FALSE,FALSE,-0,FANCF,-2274513,-,LMO2,8958219,-,WHOLE BLOOD
chr15,24960996,24961164,169,-,hg38,56,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr15-24961164,TRUE,"SNRPN,SNHG14,SNURF","+,+,+",FALSE,FALSE,-0,NPAP1,277717,+,None.found,Inf,None.found,WHOLE BLOOD
chr6,25031347,25031397,51,+,hg38,49,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr6+25031347,TRUE,RIPOR2,-,FALSE,FALSE,0,HIST1H3B,1000240,-,BRD2,-7937311,+,WHOLE BLOOD
chr21,25427942,25428022,81,-,hg38,286,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr21-25428022,TRUE,LINC00158,-,FALSE,TRUE,0,ADAMTS1,1408263,-,OLIG2,-7597884,+,WHOLE BLOOD
chr6,26147647,26147746,100,-,hg38,399,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr6-26147746,FALSE,HIST1H1E,+,FALSE,FALSE,-8583,HFE,52504,+,BRD2,-6820912,+,WHOLE BLOOD
chr1,26440061,26440307,247,-,hg38,147,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr1-26440307,TRUE,DHDDS,+,FALSE,FALSE,0,RPS6KA1,-89449,+,LCK,-5810930,+,WHOLE BLOOD
chr3,26655182,26655366,185,+,hg38,190,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr3+26655182,TRUE,LRRC3B,+,FALSE,TRUE,0,TOP2B,-990682,-,None.found,Inf,None.found,WHOLE BLOOD
chrX,26778016,26778181,166,-,hg38,176,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chrX-26778181,FALSE,VENTXP1,+,FALSE,FALSE,217128,TAB3,4049259,-,MTCP1,128285851,-,WHOLE BLOOD
chr10,26792607,26792651,45,+,hg38,13,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr10+26792607,TRUE,ABI1,-,FALSE,FALSE,-0,ABI1,-0,-,BMI1,4461121,+,WHOLE BLOOD
chr5,27011976,27012096,121,+,hg38,3,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr5+27011976,TRUE,CDH9,-,FALSE,FALSE,0,CDH10,-2366997,-,TLX3,-144297306,+,WHOLE BLOOD
chr13,27109932,27110425,494,+,hg38,2,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr13+27109932,TRUE,USP12,-,FALSE,FALSE,-0,PDX1,-810097,+,CDX2,850984,-,WHOLE BLOOD
chr1,27464326,27464505,180,-,hg38,154,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr1-27464505,TRUE,WASF2,-,FALSE,TRUE,0,WASF2,0,-,LCK,-4786732,+,WHOLE BLOOD
chr6,27855481,27855582,102,+,hg38,292,p304002,GTSP5833-1,GTSP5833,UNS,0,0,Illumina,chr6+27855481,FALSE,HIST1H2AL,+,FALSE,TRUE,-9846,HIST1H1B,11309,-,BRD2,-5113177,+,WHOLE BLOOD
